date,floor,temperature,is_holiday,Seasonality_Features,Target
2024/1/17,23,18,FALSE,3,3.150742189
2024/1/17,24,18,FALSE,3,1.970256719
2024/1/17,25,18,FALSE,3,2.386234554
2024/1/17,26,18,FALSE,3,3.153821943
2024/1/18,1,9,FALSE,4,3.300483322
2024/1/18,2,9,FALSE,4,2.817811038
2024/1/18,3,9,FALSE,4,2.057254564
2024/1/18,4,9,FALSE,4,1.187225071
2024/1/18,5,9,FALSE,4,1.84352611
2024/1/18,6,9,FALSE,4,1.842443277
2024/1/18,7,9,FALSE,4,2.285096092
2024/1/18,8,9,FALSE,4,3.006352347
2024/1/18,9,9,FALSE,4,2.095531998
2024/1/18,10,9,FALSE,4,2.984136013
2024/1/18,11,9,FALSE,4,2.075190319
2024/1/18,12,9,FALSE,4,2.628438727
2024/1/18,13,9,FALSE,4,2.692834295
2024/1/18,14,9,FALSE,4,2.030701522
2024/1/18,15,9,FALSE,4,2.059621505
2024/1/18,16,9,FALSE,4,2.032139582
2024/1/18,17,9,FALSE,4,3.364600677
2024/1/18,18,9,FALSE,4,1.855277811
2024/1/18,19,9,FALSE,4,3.304989553
2024/1/18,20,9,FALSE,4,1.806436044
2024/1/18,21,9,FALSE,4,2.10807722
2024/1/18,22,9,FALSE,4,1.907190864
2024/1/18,23,9,FALSE,4,3.153679028
2024/1/18,24,9,FALSE,4,1.925263823
2024/1/18,25,9,FALSE,4,2.384719362
2024/1/18,26,9,FALSE,4,3.156897443
2024/1/19,1,9,FALSE,5,3.296910367
2024/1/19,2,9,FALSE,5,2.815789133
2024/1/19,3,9,FALSE,5,1.938259622
2024/1/19,4,9,FALSE,5,1.198171985
2024/1/19,5,9,FALSE,5,1.8462225
2024/1/19,6,9,FALSE,5,1.83644346
2024/1/19,7,9,FALSE,5,2.294602456
2024/1/19,8,9,FALSE,5,3.020881438
2024/1/19,9,9,FALSE,5,1.997440911
2024/1/19,10,9,FALSE,5,2.986459013
2024/1/19,11,9,FALSE,5,2.076165449
2024/1/19,12,9,FALSE,5,2.63087693
2024/1/19,13,9,FALSE,5,2.684690827
2024/1/19,14,9,FALSE,5,2.004752271
2024/1/19,15,9,FALSE,5,2.064650836
2024/1/19,16,9,FALSE,5,2.021238794
2024/1/19,17,9,FALSE,5,3.362566181
2024/1/19,18,9,FALSE,5,1.855805149
2024/1/19,19,9,FALSE,5,3.303035323
2024/1/19,20,9,FALSE,5,1.769431191
2024/1/19,21,9,FALSE,5,2.023074269
2024/1/19,22,9,FALSE,5,1.912359957
2024/1/19,23,9,FALSE,5,3.157355339
2024/1/19,24,9,FALSE,5,1.924353938
2024/1/19,25,9,FALSE,5,2.386385739
2024/1/19,26,9,FALSE,5,3.155601144
2024/1/20,1,6,TRUE,6,3.311255551
2024/1/20,2,6,TRUE,6,2.820568995
2024/1/20,3,6,TRUE,6,1.941781103
2024/1/20,4,6,TRUE,6,1.187225071
2024/1/20,5,6,TRUE,6,1.655186636
2024/1/20,6,6,TRUE,6,1.131307342
2024/1/20,7,6,TRUE,6,2.296133034
2024/1/20,8,6,TRUE,6,3.02266241
2024/1/20,9,6,TRUE,6,1.582212202
2024/1/20,10,6,TRUE,6,3.002329935
2024/1/20,11,6,TRUE,6,1.759886459
2024/1/20,12,6,TRUE,6,2.633749297
2024/1/20,13,6,TRUE,6,2.6325429
2024/1/20,14,6,TRUE,6,1.692558738
2024/1/20,15,6,TRUE,6,1.736870701
2024/1/20,16,6,TRUE,6,1.66692109
2024/1/20,17,6,TRUE,6,3.273027452
2024/1/20,18,6,TRUE,6,1.212461954
2024/1/20,19,6,TRUE,6,3.217772448
2024/1/20,20,6,TRUE,6,1.641554373
2024/1/20,21,6,TRUE,6,1.689608953
2024/1/20,22,6,TRUE,6,1.452984207
2024/1/20,23,6,TRUE,6,3.111234703
2024/1/20,24,6,TRUE,6,1.463312056
2024/1/20,25,6,TRUE,6,2.236063063
2024/1/20,26,6,TRUE,6,3.007294996
2024/1/21,1,5,TRUE,6,3.3164941
2024/1/21,2,5,TRUE,6,2.774110464
2024/1/21,3,5,TRUE,6,1.932031469
2024/1/21,4,5,TRUE,6,1.187225071
2024/1/21,5,5,TRUE,6,1.657555167
2024/1/21,6,5,TRUE,6,1.135334203
2024/1/21,7,5,TRUE,6,2.281545864
2024/1/21,8,5,TRUE,6,2.727226995
2024/1/21,9,5,TRUE,6,1.600999016
2024/1/21,10,5,TRUE,6,2.650265164
2024/1/21,11,5,TRUE,6,1.748183451
2024/1/21,12,5,TRUE,6,2.63397501
2024/1/21,13,5,TRUE,6,2.642806711
2024/1/21,14,5,TRUE,6,1.699858705
2024/1/21,15,5,TRUE,6,1.748183451
2024/1/21,16,5,TRUE,6,1.67154038
2024/1/21,17,5,TRUE,6,3.116561363
2024/1/21,18,5,TRUE,6,1.215981392
2024/1/21,19,5,TRUE,6,2.9953306
2024/1/21,20,5,TRUE,6,1.844066608
2024/1/21,21,5,TRUE,6,1.688868811
2024/1/21,22,5,TRUE,6,1.459891008
2024/1/21,23,5,TRUE,6,2.958402237
2024/1/21,24,5,TRUE,6,1.483400443
2024/1/21,25,5,TRUE,6,2.236284895
2024/1/21,26,5,TRUE,6,3.075803056
2024/1/22,1,1,FALSE,1,3.313790034
2024/1/22,2,1,FALSE,1,2.818146697
2024/1/22,3,1,FALSE,1,1.946579494
2024/1/22,4,1,FALSE,1,1.17794706
2024/1/22,5,1,FALSE,1,1.844606494
2024/1/22,6,1,FALSE,1,1.83424293
2024/1/22,7,1,FALSE,1,2.294794103
2024/1/22,8,1,FALSE,1,3.037080008
2024/1/22,9,1,FALSE,1,1.997828703
2024/1/22,10,1,FALSE,1,2.996536027
2024/1/22,11,1,FALSE,1,2.066314506
2024/1/22,12,1,FALSE,1,2.63397501
2024/1/22,13,1,FALSE,1,2.688597363
2024/1/22,14,1,FALSE,1,2.000919041
2024/1/22,15,1,FALSE,1,2.055896266
2024/1/22,16,1,FALSE,1,2.026359148
2024/1/22,17,1,FALSE,1,3.379554123
2024/1/22,18,1,FALSE,1,1.854749887
2024/1/22,19,1,FALSE,1,3.288234454
2024/1/22,20,1,FALSE,1,1.874915585
2024/1/22,21,1,FALSE,1,2.023440457
2024/1/22,22,1,FALSE,1,2.075515605
2024/1/22,23,1,FALSE,1,3.164347068
2024/1/22,24,1,FALSE,1,1.977613042
2024/1/22,25,1,FALSE,1,2.389696607
2024/1/22,26,1,FALSE,1,3.286401714
2024/1/23,1,0,FALSE,2,3.311881847
2024/1/23,2,0,FALSE,2,2.822393565
2024/1/23,3,0,FALSE,2,1.936044933
2024/1/23,4,0,FALSE,2,1.17794706
2024/1/23,5,0,FALSE,2,1.840814412
2024/1/23,6,0,FALSE,2,1.83424293
2024/1/23,7,0,FALSE,2,2.298607626
2024/1/23,8,0,FALSE,2,3.053184588
2024/1/23,9,0,FALSE,2,2.003222909
2024/1/23,10,0,FALSE,2,2.979452527
2024/1/23,11,0,FALSE,2,2.081650236
2024/1/23,12,0,FALSE,2,2.640602315
2024/1/23,13,0,FALSE,2,2.686169341
2024/1/23,14,0,FALSE,2,2.006656661
2024/1/23,15,0,FALSE,2,2.063649585
2024/1/23,16,0,FALSE,2,2.027811333
2024/1/23,17,0,FALSE,2,3.366306361
2024/1/23,18,0,FALSE,2,1.861046593
2024/1/23,19,0,FALSE,2,3.282197529
2024/1/23,20,0,FALSE,2,1.801740177
2024/1/23,21,0,FALSE,2,2.027811333
2024/1/23,22,0,FALSE,2,1.911892405
2024/1/23,23,0,FALSE,2,3.188133012
2024/1/23,24,0,FALSE,2,1.969018992
2024/1/23,25,0,FALSE,2,2.388195265
2024/1/23,26,0,FALSE,2,3.295240151
2024/1/24,1,4,FALSE,3,3.309501286
2024/1/24,2,4,FALSE,3,2.820194408
2024/1/24,3,4,FALSE,3,1.943094735
2024/1/24,4,4,FALSE,3,1.19272361
2024/1/24,5,4,FALSE,3,1.842443277
2024/1/24,6,4,FALSE,3,1.832032251
